,Internal ID,ID,Name,Duplicate,Category,Company Name,Is Individual,Sales Rep,Status,Territory,Lead Source,Partner,Start Date,End Date,Reminder Days,Date Created,Last Modified,Primary Contact,Phone,Email,Fax,Alt. Contact,Office Phone,Comments,Billing Address 1,Billing Address 2,Billing City,Billing State/Province,Billing Zip,Billing Country,Shipping Address,Billing Address,Account,Login Access,Terms,Price Level,Taxable,Tax Item,Resale Number,Balance,Unbilled Orders,Credit Limit,Overdue Balance,Days Overdue,On Credit Hold,Override Credit Hold Off,First Name,Last Name,Date of First Sale,Prospect Date,Reminder Days,County,Shipping Item
46,1197,546,Bertrand Chiropractic,,Chiropractor,Bertrand Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/9/11 15:36,7/11/11 14:14,,404-766-0676,,404-766-1131,,,,3433 Main St,,Atlanta,GA,30337,United States,Bertrand Chiropractic 3433 Main St Atlanta GA 30337,Bertrand Chiropractic 3433 Main St Atlanta GA 30337,,No,Net 30,Tru-Blu Price,Yes,GA_FULTON CO_ATLANTA,,0,0,,0,,No,No,,,2/9/11, ,,,
47,1199,548,Be Healthy Chiropractic,,Chiropractor,Be Healthy Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/9/11 17:08,8/16/11 13:42,,678-455-7646,,678-455-7647,,,,101 Meadow Drive Suite J,,Cumming,GA,30040,United States,Be Healthy Chiropractic 101 Meadow Drive Suite J Cumming GA 30040,Be Healthy Chiropractic 101 Meadow Drive Suite J Cumming GA 30040,,No,Net 30,Tru-Blu Price,Yes,,,-8.96,0,,0,,No,No,,,2/10/11, ,,,
48,1204,552,Total Health Chiropractic,,Chiropractor,Total Health Chiropractic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,2/18/11,,,2/10/11 9:33,3/26/12 9:12,,423-265-2225,,423-265-3111,,,,529 N. Market Street,,Chattanooga,TN,37405,United States,Total Health Chiropractic 529 N Market Street Chattanooga TN 37405,Total Health Chiropractic 529 N. Market Street Chattanooga TN 37405,,No,Net 30,Corporate 2 Price,Yes,,,-240.18,0,,29.5,19,Yes,No,,,2/23/11, ,,,Free Shipping
49,1209,557,Covenant Chiropractic,,Chiropractor,Covenant Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/11/11 9:37,8/16/11 14:18,,478-934-8855,,478-934-8855,,,,169 West Dykes Street,,Cochran,GA,31014,United States,Michele Aultman Covenant Chiropractic 169 West Dykes Street Cochran GA 31014,Michele Aultman Covenant Chiropractic 169 West Dykes Street Cochran GA 31014,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,2/11/11, ,,,
50,1211,559,Stone Family Chiropractic Center,,Chiropractor,Stone Family Chiropractic Center,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/11/11 11:41,2/13/12 21:29,,,,,,,,4390 Bells Ferry Road,,Kennesaw,GA,30144,United States,Stone Family Chiropractic Center 4390 Bells Ferry Road Kennesaw GA 30144,Stone Family Chiropractic Center 4390 Bells Ferry Road Kennesaw GA 30144,,No,Net 30,Tru-Blu Price,Yes,GA_COBB CO,,0,0,,0,,No,No,,,2/11/11, ,,,UPS Ground
51,1219,566,Health Solutions,,Chiropractor,Health Solutions,No,"Patella, William J",CUSTOMER-Closed Won,,,,8/26/11,,,2/15/11 15:33,1/4/12 14:17,,770-565-5510,,770-565-5213,,,,3535 Roswell Rd.,Suite 58,Marietta,GA,30062,United States,Dr. Kevin Vinzani Health Solutions 3535 Roswell Rd. Suite 58 Marietta GA 30062,Dr. Kevin Vinzani Health Solutions 3535 Roswell Rd. Suite 58 Marietta GA 30062,,No,Net 30,Tru-Blu Price,No,,300-979350,-34.93,0,,0,,No,No,,,2/15/11, ,,,
52,1221,568,Optimal Body Chiropractic,,Chiropractor,Optimal Body Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/16/11 12:25,8/23/11 13:58,,404-805-1235,optimalbody@gmail.com,,,,,201 W. Ponce De Leon Ave.,Suite 119,Decatur,GA,30030,United States,Lee Goldenberg Optimal Body Chiropractic 201 W. Ponce De Leon Ave. Suite 119 Decatur GA 30030,Lee Goldenberg Optimal Body Chiropractic 201 W. Ponce De Leon Ave. Suite 119 Decatur GA 30030,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,2/16/11, ,,,
53,1223,569,Dr. Edmond Zlotea,,Chiropractor,Dr. Edmond Zlotea,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/16/11 16:22,2/13/12 21:30,,850-960-2575,,,,,,130 Telford Place,,Dothan,AL,36305,United States,Dr. Edmond Zlotea 130 Telford Place Dothan AL 36305,Dr. Edmond Zlotea 130 Telford Place Dothan AL 36305,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,, ,,,
54,1228,574,All Ease Chiropractic,,Chiropractor,All Ease Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,2/17/11 15:10,9/20/11 15:12,,270-526-6206,,,,,,1116 South Main,,Morgantown,KY,42261,United States,Dr. Vicky Lease All Ease Chiropractic 1116 South Main Morgantown KY 42261,Dr. Vicky Lease All Ease Chiropractic 1116 South Main Morgantown KY 42261,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,2/17/11, ,,,
55,1241,584,Bluegrass Chiropractic,,Chiropractor,Bluegrass Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,2/21/11 16:52,7/11/11 14:14,,502-350-3700,,502-350-3701,,,,606-A Bloomfield Rd,,Bardstown,KY,40004,United States,Bluegrass Chiropractic 606-A Bloomfield Rd Bardstown KY 40004,Bluegrass Chiropractic 606-A Bloomfield Rd Bardstown KY 40004,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,2/22/11, ,,,
56,1245,588,Senft Chiropractic,,Chiropractor,Senft Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,2/22/11 11:12,2/13/12 21:31,,404-633-6787,,,,,,2987 Clairmont Rd.,Suite 105,Atlanta,GA,30329,United States,Dee Dee Senft Chiropractic 2987 Clairmont Rd. Suite 105 Atlanta GA 30329,Dee Dee Senft Chiropractic 2987 Clairmont Rd. Suite 105 Atlanta GA 30329,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/1/11, ,,,
57,1254,596,Clark Chiropractic Center,,Chiropractor,Clark Chiropractic Center,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,2/23/11,,,2/23/11 10:42,2/13/12 21:32,,270-852-9355,,,,,,507 East Parrish Rd,,Owensboro,KY,42030,United States,Kasey Atherton Clark Chiropractic Center 507 East Parrish Rd Owensboro KY 42030,Kasey Atherton Clark Chiropractic Center 507 East Parrish Rd Owensboro KY 42030,,No,Net 30,Corporate 2 Price,No,,,0,0,,0,,No,No,,,9/13/11,2/23/11 10:42,,,
58,1258,599,Terrell Chiropractic,,Chiropractor,Terrell Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,2/23/11,,,2/23/11 15:02,2/13/12 21:33,,256-638-9393,,,,,,P.O. Box 1757,,Rainsville,AL,35986,United States,Kelly McCutchen Terrell Chiropractic P.O. Box 1757 Rainsville AL 35986,Kelly McCutchen Terrell Chiropractic P.O. Box 1757 Rainsville AL 35986,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,,2/23/11 15:02,,,
59,1281,619,Coffman Chiropractic,,Chiropractor,Coffman Chiropractic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,2/28/11 9:35,10/10/11 15:15,,,,,,,,4303 Hwy 58,,Chattanooga,TN,37416,United States,Coffman Chiropractic 4303 Hwy 58 Chattanooga TN 37416,Coffman Chiropractic 4303 Hwy 58 Chattanooga TN 37416,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,2/28/11, ,,,Delivered by Shawn Hughes
60,1282,620,Heartland Family Chiropractic,,Chiropractor,Heartland Family Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,2/28/11 12:55,3/5/12 14:54,,270-234-8880,,,,,,1515 Ring Road West Ste #5,,Elizabethtown,KY,42701,United States,Heartland Family Chiropractic 1515 Ring Road West Ste #5 Elizabethtown KY 42701,Heartland Family Chiropractic 1515 Ring Road West Ste #5 Elizabethtown KY 42701,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/1/11, ,,,
61,1292,629,Kington Chiropractic,,Chiropractor,Kington Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/2/11 15:30,7/11/11 14:15,,270-825-4100,,,,,,258 South Main St,,Madisonville,KY,42431,United States,Kington Chiropractic 258 South Main St Madisonville KY 42431,Kington Chiropractic 258 South Main St Madisonville KY 42431,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/4/11, ,,,
62,1307,643,Vida Chiropractic Center,,Chiropractor,Vida Chiropractic Center,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,3/7/11 12:48,8/12/11 10:19,,678-205-8432,,678-205-8443,,,,611 Holcomb Bridge Rd,,Roswell,GA,30076,United States,Vida Chiropractic Center 611 Holcomb Bridge Rd Roswell GA 30076,Vida Chiropractic Center 611 Holcomb Bridge Rd Roswell GA 30076,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/7/11, ,,,
63,1314,649,Dr. Kevin Richerson,,Chiropractor,Dr. Kevin Richerson,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/8/11 11:51,2/13/12 21:37,,270-469-9308,,,,,,1997 Old Lebanon Rd.,,Campbellsville,KY,42718,United States,Debbie Dr. Kevin Richerson 1997 Old Lebanon Rd. Campbellsville KY 42718,Debbie Dr. Kevin Richerson 1997 Old Lebanon Rd. Campbellsville KY 42718,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/9/11, ,,,
64,1316,651,Alliance Chiropractic,,Chiropractor,Alliance Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/8/11 15:27,7/11/11 14:15,,502-449-1189,,,,,,4615 Dixie Hwy  Suite A,,Louisville,KY,40216,United States,Alliance Chiropractic 4615 Dixie Hwy  Suite A Louisville KY 40216,Alliance Chiropractic 4615 Dixie Hwy  Suite A Louisville KY 40216,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/9/11, ,,,
65,1341,671,Crossroads Chiropractic,,Chiropractor,Crossroads Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/11/11 16:20,7/11/11 14:15,,270-765-2244,,,,,,1506 N. Dixie Hwy,,Elizabethtown,KY,42701,United States,Adrian Nohr Crossroads Chiropractic 1506 N. Dixie Hwy Elizabethtown KY 42701,Adrian Nohr Crossroads Chiropractic 1506 N. Dixie Hwy Elizabethtown KY 42701,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/14/11, ,,,
66,1347,677,Central Kentucky Foot Specialists,,Chiropractor,Central Kentucky Foot Specialists,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/14/11 15:22,7/11/11 14:15,,270-789-4342,,270-465-3305,,,,1003 Old Greensburg Rd,,Campbellsville,KY,42718,United States,Central Kentucky Foot Specialists 1003 Old Greensburg Rd Campbellsville KY 42718,Central Kentucky Foot Specialists 1003 Old Greensburg Rd Campbellsville KY 42718,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/14/11, ,,,
67,1356,685,Campbell Family Chiropractic,,Chiropractor,Campbell Family Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/16/11 13:15,7/11/11 14:15,,270-524-5240,,270-524-5241,,,,1132-B Main Street,,Munfordville,KY,42765,United States,Campbell Family Chiropractic 1132-B Main Street Munfordville KY 42765,Campbell Family Chiropractic 1132-B Main Street Munfordville KY 42765,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,3/16/11, ,,,
68,1402,720,Putty Chiropractic Center,,Chiropractor,Putty Chiropractic Center,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,3/29/11 11:34,1/26/12 10:29,,270-886-0068,,,,,,260 Burley Ave.,,Hopkinsville,KY,42240,United States,Putty Chiropractic Center 260 Burley Ave. Hopkinsville KY 42240,Putty Chiropractic Center 260 Burley Ave. Hopkinsville KY 42240,,No,,Tru-Blu Price,Yes,,,0,-72.92,,0,,No,No,,,3/29/11, ,,,UPS Ground
69,1438,748,Davis Family Chiropractic LLC,,Chiropractor,Davis Family Chiropractic LLC,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,4/5/11 15:57,2/17/12 10:55,,270-683-4229,,,,,,2856 Farrell Cresent,,Owensboro,KY,42303,United States,Angela Rummage Davis Family Chiropractic LLC 2856 Farrell Cresent Owensboro KY 42303,Angela Rummage Davis Family Chiropractic LLC 2856 Farrell Cresent Owensboro KY 42303,,No,Net 30,Tru-Blu Price,Yes,,,42.88,0,,42.88,43,Yes,No,,,4/5/11, ,,,
70,1452,762,Chiropractic Healing Center,,Chiropractor,Chiropractic Healing Center,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,4/11/11 11:39,12/8/11 9:21,,770-926-0123,,,,,,114 Towne Lake Parkway,,Woodstock,GA,30188,United States,Dr. Rennie Chiropractic Healing Center 114 Towne Lake Parkway Woodstock GA 30188,Dr. Rennie Chiropractic Healing Center 114 Towne Lake Parkway Woodstock GA 30188,,No,Net 30,Tru-Blu Price,No,,,0,0,,0,,No,No,,,4/11/11, ,,,
71,1455,765,Eriksen Chiropractic,,Chiropractor,Eriksen Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,4/11/11 15:25,2/17/12 10:58,,270-234-5011,drteddieriksen@eriksenservices.com,,,,,415 Cardnial Dr.,,Elizabethtown,KY,42701,United States,Teddi Eriksen Eriksen Chiropractic 415 Cardnial Dr. Elizabethtown KY 42701,Teddi Eriksen Eriksen Chiropractic 415 Cardnial Dr. Elizabethtown KY 42701,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,4/11/11, ,,,
72,1456,766,Harkleroad Chirpractic,,Chiropractor,Harkleroad Chirpractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,4/11/11 15:56,9/2/11 14:09,,270-726-9368,,270-726-3218,,,,801 Hopkinsville Rd,,Russellville,KY,42276,United States,Pat Harkleroad Harkleroad Chirpractic 801 Hopkinsville Rd Russellville KY 42276,Pat Harkleroad Harkleroad Chirpractic 801 Hopkinsville Rd Russellville KY 42276,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,4/12/11, ,,,
73,1457,767,Riverstone Chiropractic,,Chiropractor,Riverstone Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,4/11/11 17:24,2/17/12 10:58,,770-479-5511,randy@riverstonechiro.com,770-479-1787,,,,214 Riverstone Dr,,Canton,GA,30114,United States,Randy Padgett Riverstone Chiropractic 214 Riverstone Dr Canton GA 30114,Randy Padgett Riverstone Chiropractic 214 Riverstone Dr Canton GA 30114,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,4/12/11, ,,,
74,1519,817,Lenoir City Chiropractic,,Chiropractor,Lenoir City Chiropractic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,4/22/11,,,4/22/11 10:11,2/17/12 11:04,,865-988-9088,,865-988-9299,,,,1475 Simpson Rd West Suite #1,,Lenoir City,TN,37771,United States,Dr. Rasmus Dyhr Lenoir City Chiropractic 1475 Simpson Rd West Suite #1 Lenoir City TN 37771,Dr. Rasmus Dyhr Lenoir City Chiropractic 1475 Simpson Rd West Suite #1 Lenoir City TN 37771,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,6/6/11,4/22/11 10:11,,,
75,1536,832,Dr. Robert Terrell,,Chiropractor,Dr. Robert Terrell,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,4/26/11 15:16,8/16/11 14:31,,256-638-9393,terrellchiropractic@yahoo.com,256-638-9395,,,,P. O. Box 1757,,Rainsville,AL,35986,United States,Dr. Robert Terrell 65 McCurdy Ave South Rainsville AL 35986,Dr. Terrell Dr. Robert Terrell P. O. Box 1757 Rainsville AL 35986,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,4/26/11, ,,,
76,1538,834,Johnson Chiropractic,,Chiropractor,Johnson Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,4/27/11 11:10,2/17/12 11:07,,270-465-6612,juliemj56@hotmail.com,270-465-6612,,,,404 South Columbia Ave.,,Campbellsville,KY,42718,United States,Dr. Julie Michael Johnson Chiropractic 404 South Columbia Ave. Campbellsville KY 42718,Dr. Julie Michael Johnson Chiropractic 404 South Columbia Ave. Campbellsville KY 42718,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,4/27/11, ,,,
77,1555,850,Nick Schram,,Chiropractor,Nick Schram,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,5/2/11 16:04,7/11/11 14:15,,815-275-7783,,,,,,625 N. 3rd St,,Bardstown,KY,40004,United States,Nick Schram 625 N. 3rd St Bardstown KY 40004,Nick Schram 625 N. 3rd St Bardstown KY 40004,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,5/5/11, ,,,
78,1630,912,Ross Chiropractic,,Chiropractor,Ross Chiropractic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,5/19/11 13:51,2/17/12 11:16,,423-954-9591,mcross1155@earthlink.net,,,,,105 Lee Parkway Dr,Suite F,Chattanooga,TN,37421,United States,Mary Ross Ross Chiropractic 105 Lee Parkway Dr Suite F Chattanooga TN 37421,Mary Ross Ross Chiropractic 105 Lee Parkway Dr Suite F Chattanooga TN 37421,,No,Net 30,Tru-Blu Price,Yes,,,203.26,0,,101.63,29,Yes,No,,,5/19/11, ,,,
79,1719,983,"Roger Lindsey, DC",,Chiropractor,"Roger Lindsey, DC",No,,CUSTOMER-Closed Won,,,,,,,6/9/11 12:21,7/11/11 14:15,,270-597-9024,,,,,,P.O. Box 479,,Brownsville,KY,42210,United States,"Roger Lindsey, DC 247 Mohawk Road Brownsville KY 42210","Roger Lindsey, DC P.O. Box 479 Brownsville KY 42210",,No,,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,6/9/11, ,,,UPS Ground
80,1738,998,Five Points Chiropractic,,Chiropractor,Five Points Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,6/14/11 16:09,7/11/11 14:15,,706-546-7700,,706-548-4518,,,,920 South Milledge Ave,,Athens,GA,30605,United States,Five Points Chiropractic 920 South Milledge Ave Athens GA 30605,Five Points Chiropractic 920 South Milledge Ave Athens GA 30605,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,6/14/11, ,,,
81,1770,1017,Total Health Chiropractic,,Chiropractor,Total Health Chiropractic,No,,CUSTOMER-Closed Won,,,,,,,6/20/11 12:21,10/10/11 16:10,,423-899-1010,,,,,,4767 Hwy 58,,Chattanooga,TN,37416,United States,Total Health Chiropractic 4767 Hwy 58 Chattanooga TN 37416,Total Health Chiropractic 4767 Hwy 58 Chattanooga TN 37416,,No,,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,6/22/11, ,,,Free Shipping
82,1868,1099,Tompkinsville Chiropractic,,Chiropractor,Tompkinsville Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,7/14/11 16:40,2/17/12 11:38,,270-487-6254,,270-487-1462,,,,200 East 4th Street,,Tompkinsville,KY,42167,United States,Sarah Tompkinsville Chiropractic 200 East 4th Street Tompkinsville KY 42167,Sarah Tompkinsville Chiropractic 200 East 4th Street Tompkinsville KY 42167,,No,Net 30,Tru-Blu Price,Yes,,,74.56,0,,0,0,No,No,,,7/15/11, ,,,
83,1942,1164,Premiere Chiropractic,,Chiropractor,Premiere Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,7/29/11 11:29,12/7/11 14:48,,,,,,,,4411 Suwannee Dam Rd,Ste 220,Suwanee,GA,30024,United States,Attn Dr. Sarah Grebe Premiere Chiropractic 4411 Suwannee Dam Rd Ste 220 Suwanee GA 30024,Attn Dr. Sarah Grebe Premiere Chiropractic 4411 Suwannee Dam Rd Ste 220 Suwanee GA 30024,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,, ,,,
84,2070,1274,Brant Chiropractic,,Chiropractor,Brant Chiropractic,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/23/11 14:36,3/1/12 11:33,,478-738-0033,,,,,,1809 Hardeman Ave,,Macon,GA,31201,United States,Jimmie Brant Brant Chiropractic 1809 Hardeman Ave Macon GA 31201,Jimmie Brant Brant Chiropractic 1809 Hardeman Ave Macon GA 31201,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,8/23/11, ,,,
85,2071,1275,Dr. Nelson Medrano,,Chiropractor,Dr. Nelson Medrano,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/23/11 14:57,3/1/12 11:34,,404-707-5923,,770-783-6329,,,,3000 Windy Hill Rd.,Suite A-9,Marietta,GA,30067,United States,Dr. Nelson Medrano 3000 Windy Hill Rd. Suite A-9 Marietta GA 30067,Dr. Nelson Medrano 3000 Windy Hill Rd. Suite A-9 Marietta GA 30067,,No,Net 30,Tru-Blu Price,Yes,,,134.94,0,,134.94,194,Yes,No,,,9/1/11, ,,,
86,2077,1280,Wheatcroft Chiropractic,,Chiropractor,Wheatcroft Chiropractic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,8/24/11 16:30,3/1/12 11:35,,423-553-8589,,423-553-8590,,,,6245 Vance Rd.,Suite B,Chattanooga,TN,37421,United States,Meredith Whitlock Wheatcroft Chiropractic 6245 Vance Rd. Suite B Chattanooga TN 37421,Meredith Whitlock Wheatcroft Chiropractic 6245 Vance Rd. Suite B Chattanooga TN 37421,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,8/26/11, ,,,
87,2078,1281,Tinius Chiropractic Ctr.,,Chiropractor,Tinius Chiropractic Ctr.,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,8/24/11 16:58,3/6/12 10:30,,270-926-8042,,,,,,1300 Tamarack Rd.,,Owensboro,KY,42303,United States,Janet Tinius Chiropractic Ctr. 1300 Tamarack Rd. Owensboro KY 42303,Janet Tinius Chiropractic Ctr. 1300 Tamarack Rd. Owensboro KY 42303,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/1/11, ,,,
88,2089,1292,The Chiropractic Center,,Chiropractor,The Chiropractic Center,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,8/25/11 14:08,3/1/12 11:36,,423-614-0884,,,,,,P.O. Box 4640,,Cleveland,TN,37320,United States,Dr. James Coldman/Alliance PT The Chiropractic Center 2020 Gunbarrell Rd. Chattanooga TN 37421,Dr. James Goldman The Chiropractic Center P.O. Box 4640 Cleveland TN 37320,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/1/11, ,,,
89,2110,1308,Back to Basics,,Chiropractor,Back to Basics,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/31/11 11:15,3/15/12 14:58,,404-351-1800,,,,,,1700 Northside Dr.,Suite C3,Atlanta,GA,30318,United States,Sebastien Salomon Back to Basics 1700 Northside Dr. Suite C3 Atlanta GA 30318,Sebastien Salomon Back to Basics 1700 Northside Dr. Suite C3 Atlanta GA 30318,,No,Net 30,Corporate 2 Price,Yes,,,256.67,0,,256.67,36,Yes,No,,,9/2/11, ,,,
90,2133,1328,Western Kentucky Chiropractic,,Chiropractor,Western Kentucky Chiropractic,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/6/11 15:28,3/1/12 9:29,,270-904-3499,,,,,,"1256 Campbell Lane, Suite 103",,Bowling Green,KY,42104,United States,"Western Kentucky Chiropractic 1256 Campbell Lane, Suite 103 Bowling Green KY 42104","Western Kentucky Chiropractic 1256 Campbell Lane, Suite 103 Bowling Green KY 42104",,No,Net 30,Tru-Blu Price,Yes,,,530.01,0,,530.01,189,Yes,No,,,9/6/11, ,,,
91,2134,1329,Hart Chiropractic Center,,Chiropractor,Hart Chiropractic Center,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/6/11 15:57,2/27/12 9:39,,270-524-3499,,,,,,300 Main Street,,Munfordville,KY,42765,United States,Hart Chiropractic Center 300 Main Street Munfordville KY 42765,Hart Chiropractic Center 300 Main Street Munfordville KY 42765,,No,Net 30,Tru-Blu Price,Yes,,,459.95,0,,459.95,186,Yes,No,,,9/6/11, ,,,
92,2171,1354,Chiropractic Work Health Center,,Chiropractor,Chiropractic Work Health Center,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,9/13/11 16:11,3/1/12 11:40,,404-350-8000,,404-350-8072,,,,1715 Howell Mill Rd.,Suite C12,Atlanta,GA,30318,United States,Dr. Kenneth R. Weil Chiropractic Work Health Center 1715 Howell Mill Rd. Suite C12 Atlanta GA 30318,Dr. Kenneth R. Weil Chiropractic Work Health Center 1715 Howell Mill Rd. Suite C12 Atlanta GA 30318,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,9/13/11, ,,,
93,2189,1370,Olive Branch Chiropractic,,Chiropractor,Olive Branch Chiropractic,No,,CUSTOMER-Closed Won,,,,,,,9/15/11 16:48,9/15/11 16:48,,662-890-4410,,,,,,8912 Mid-South Dr,,Olive Branch,MS,38654,United States,Richard Warden Olive Branch Chiropractic 8912 Mid-South Dr Olive Branch MS 38654,Richard Warden Olive Branch Chiropractic 8912 Mid-South Dr Olive Branch MS 38654,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/19/11, ,,,
94,2211,1389,Vincent Chiropractic Center,,Chiropractor,Vincent Chiropractic Center,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/21/11 16:20,3/1/12 11:41,,270-358-3548,,,,,,302 Medical Plaza,,Greenville,KY,42345,United States,Dr. larry Vincent Vincent Chiropractic Center 302 Medical Plaza Greenville KY 42345,Dr. larry Vincent Vincent Chiropractic Center 302 Medical Plaza Greenville KY 42345,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/21/11, ,,,
95,2231,1407,Barnhill Clinic,,Chiropractor,Barnhill Clinic,No,"Giampola, Mike",CUSTOMER-Closed Won,,,,9/28/11,,,9/28/11 11:53,3/1/12 11:43,,352-377-2255,,352-377-5233,,,,5270 NW 34th Street,,Gainesville,FL,32605,United States,Dr. Robert Barnhill Barnhill Clinic 5270 NW 34th Street Gainesville FL 32605,Dr. Robert Barnhill Barnhill Clinic 5270 NW 34th Street Gainesville FL 32605,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/30/11,9/28/11 11:53,,,
